TEAM_ID,MISSION_TIME,PACKET_COUNT,MODE,STATE,ALTITUDE,TEMPERATURE,PRESSURE,VOLTAGE,GYRO_R,GYRO_P,GYRO_Y,ACCEL_R,ACCEL_P,ACCEL_Y,MAG_R,MAG_P,MAG_Y,AUTO_GYRO_ROTATION_RATE,GPS_TIME,GPS_ALTITUDE,GPS_LATITUDE,GPS_LONGITUDE,GPS_SATS,CMD_ECHO
3134,00:02:06,2880, F, ASCENT,124.4,23.6,99.7,2.5,0.04,-0.16,0.06,-0.0,0.0,1.01,23.86,66.24,-16.47,2.9,No command send yet
3134,00:02:08,2881, F, ASCENT,124.4,23.6,99.7,2.5,0.02,-0.2,0.05,-0.0,0.0,1.01,22.97,67.13,-17.33,2.9,No command send yet
3134,00:02:09,2882, F, ASCENT,124.4,23.6,99.7,0.0,0.01,-0.18,0.05,-0.0,0.0,1.01,24.57,67.66,-17.16,2.9,No command send yet
3134,00:02:12,2883, F, ASCENT,124.5,23.6,99.7,3.8,0.04,-0.26,0.05,-0.0,0.0,1.01,24.57,68.37,-16.82,2.9,No command send yet
3134,00:02:13,2884, F, ASCENT,124.4,23.6,99.7,2.5,0.04,-0.23,0.07,-0.0,0.0,1.01,24.93,66.59,-16.47,2.9,No command send yet
3134,00:02:16,2885, F, ASCENT,124.5,23.6,99.7,2.5,0.01,-0.25,0.05,-0.0,-0.0,1.01,25.11,67.84,-16.3,2.9,No command send yet
3134,00:02:17,2886, F, ASCENT,124.5,23.6,99.7,1.2,0.04,-0.23,0.05,-0.0,0.0,1.01,24.57,69.08,-16.82,2.9,No command send yet
3134,00:02:20,2887, F, ASCENT,124.4,23.6,99.7,1.2,-0.0,-0.21,0.04,-0.0,0.0,1.01,22.79,66.95,-16.82,2.9,No command send yet
3134,00:02:21,2888, F, ASCENT,124.3,23.6,99.7,3.8,0.02,-0.22,0.05,-0.0,0.0,1.01,23.15,64.46,-17.16,2.9,No command send yet
3134,00:02:24,2889, F, ASCENT,124.1,23.6,99.7,1.2,0.02,-0.16,0.09,-0.0,0.0,1.01,24.39,65.7,-16.99,2.9,No command send yet
3134,00:02:25,2890, F, ASCENT,124.1,23.6,99.7,2.5,0.02,-0.24,0.05,-0.0,0.0,1.01,24.75,67.84,-15.96,2.9,No command send yet
3134,00:02:27,2891, F, ASCENT,124.1,23.6,99.7,1.2,0.01,-0.2,0.05,-0.0,0.0,1.01,22.79,66.95,-16.82,2.9,No command send yet
3134,00:02:29,2892, F, ASCENT,124.0,23.6,99.7,1.2,0.03,-0.23,0.05,-0.0,0.0,1.01,23.5,67.3,-15.44,2.9,No command send yet
3134,00:02:31,2893, F, ASCENT,124.0,23.6,99.7,1.2,0.01,-0.23,0.07,-0.0,0.0,1.01,23.5,67.3,-17.16,2.9,No command send yet
3134,00:02:32,2894, F, ASCENT,124.1,23.6,99.7,1.2,-0.01,-0.26,0.04,-0.0,0.0,1.01,25.28,68.02,-16.82,2.9,No command send yet
3134,00:02:35,2895, F, ASCENT,124.1,23.6,99.7,2.5,0.04,-0.22,0.06,-0.0,0.0,1.01,24.39,66.41,-16.3,2.9,No command send yet
3134,00:02:36,2896, F, ASCENT,124.1,23.6,99.7,2.5,0.03,-0.25,0.03,-0.0,0.0,1.01,24.93,68.37,-17.5,2.9,No command send yet
3134,00:02:39,2897, F, ASCENT,124.2,23.6,99.7,1.2,0.01,-0.21,0.05,-0.0,0.0,1.01,24.22,66.95,-18.19,2.9,No command send yet
3134,00:02:40,2898, F, ASCENT,124.3,23.6,99.7,2.5,-0.04,-0.26,0.07,-0.0,0.0,1.01,25.11,66.41,-18.02,2.9,No command send yet
